#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 10000	and with a frequency [Hz] of: 40000
#120MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	40000	17	99.83	99.22	9983	61	0	0	0	5	2	42	17
0	1	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	2	40000	385	96.15	92.04	9615	411	6	0	0	324	2	79	369
0	3	40000	69	99.31	98.56	9931	75	0	0	0	35	33	5	69
0	4	40000	9799	2.01	0.91	201	110	0	0	0	110	0	0	111
0	5	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	6	40000	9344	6.56	2.78	656	378	0	0	0	378	0	0	379
0	7	40000	311	96.89	93.4	9689	349	26	0	0	131	156	36	311
1	0	40000	92	99.08	98.02	9908	106	5	0	0	74	11	13	91
1	1	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	2	40000	9984	0.160003	0	16	16	0	0	0	7	9	0	17
1	3	40000	156	98.44	96.68	9844	176	6	0	0	58	92	19	156
1	4	40000	5650	43.5	21.35	4350	2215	0	0	0	2109	101	5	2216
1	5	40000	9893	1.07	0.28	107	79	0	0	0	57	22	0	80
1	6	40000	137	98.63	96.73	9863	190	19	0	0	35	58	77	137
1	7	40000	5140	48.6	26.22	4860	2238	1	0	0	2112	120	5	2237
2	0	40000	210	97.9	95.53	9790	237	18	0	0	158	39	22	210
2	1	40000	1855	81.45	68.22	8145	1323	4	0	0	1250	51	18	1312
2	2	40000	7338	26.62	13.88	2662	1274	0	0	0	1255	14	5	1274
2	3	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	4	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	5	40000	89	99.11	98.13	9911	98	4	0	0	52	32	8	89
2	6	40000	373	96.27	91.97	9627	430	24	1	0	261	58	83	360
2	7	40000	2882	71.18	67.15	7118	403	6	0	0	20	355	22	383
3	0	40000	84	99.16	97.86	9916	130	15	0	0	51	4	50	84
3	1	40000	131	98.69	96.95	9869	174	19	0	0	76	40	29	131
3	2	40000	9853	1.47	0.44	147	103	0	0	0	103	0	0	104
3	3	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	4	40000	10000	0	0	0	0	0	0	0	0	0	0	1
3	5	40000	0	100	100	10000	0	0	0	0	0	0	0	0
3	6	40000	18	99.82	99.27	9982	55	14	0	0	11	2	20	18
3	7	40000	9998	0.0199974	0	2	2	2	0	0	0	0	0	2
4	0	40000	49	99.51	98.3	9951	121	6	0	0	21	12	65	49
4	1	40000	15	99.85	99.65	9985	20	0	0	0	4	9	6	15
4	2	40000	865	91.35	82.68	9135	867	3	0	0	768	16	80	817
4	3	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	4	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	5	40000	9625	3.75	3.75	375	0	0	0	0	0	0	0	1
4	6	40000	10000	0	0	0	0	0	0	0	0	0	0	1
4	7	40000	13	99.87	99.47	9987	40	0	1	0	1	4	26	13
5	0	40000	23	99.77	98.86	9977	91	4	0	0	12	1	57	23
5	1	40000	5519	44.81	39.53	4481	528	10	496	0	1	1	19	20
5	2	40000	8930	10.7	4.45	1070	625	0	0	0	625	0	0	626
5	3	40000	72	99.28	98.43	9928	85	1	0	0	40	7	35	72
5	4	40000	7889	21.11	14.34	2111	677	1	1	0	667	6	2	678
5	5	40000	10000	0	0	0	0	0	0	0	0	0	0	1
5	6	40000	2983	70.17	69.58	7017	59	3	0	0	26	2	24	38
5	7	40000	99	99.01	97.45	9901	156	1	0	0	57	1	95	96
6	0	40000	31	99.69	99.18	9969	51	0	0	0	23	3	20	31
6	1	40000	47	99.53	98.64	9953	89	3	0	0	0	33	45	47
6	2	40000	10000	0	0	0	0	0	0	0	0	0	0	1
6	3	40000	10000	0	0	0	0	0	0	0	0	0	0	1
6	4	40000	0	100	98.24	10000	176	0	165	0	0	0	11	0
6	5	40000	63	99.37	98.31	9937	106	4	0	0	19	27	47	63
6	6	40000	10000	0	0	0	0	0	0	0	0	0	0	1
6	7	40000	9368	6.32	2.02	632	430	0	0	0	422	8	0	430
7	0	40000	139	98.61	96.85	9861	176	13	0	0	105	4	47	139
7	1	40000	10000	0	0	0	0	0	0	0	0	0	0	1
7	2	40000	75	99.25	97.93	9925	132	27	0	0	34	17	39	75
7	3	40000	699	93.01	86.38	9301	663	5	0	0	526	62	68	622
7	4	40000	9998	0.0199974	0	2	2	2	0	0	0	0	0	2
7	5	40000	10000	0	0	0	0	0	0	0	0	0	0	1
7	6	40000	1378	86.22	75.41	8622	1081	2	0	0	1039	17	23	1070
7	7	40000	183	98.17	95.94	9817	223	19	0	0	75	83	42	183
