#the gain was set to: 2	the bias was set to: 30
#Sent triggers per delay setting: 10000	and with a frequency [Hz] of: 40000
#160MHz delay setting	400MHz delay setting	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
0	0	G	40000	35	99.65	79.055	9965	1710	12	0	0	1581	46	71	1655
0	0	A	40000	60	99.4	98.26	9940	114	10	0	0	14	20	70	60
0	0	B	40000	2419	75.81	59.85	7581	1596	2	0	0	1567	26	1	1595
0	0	cSpy was 3 spamed and the readout avoided!
0	1	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	1	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	1	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	2	G	40000	9011	9.89	2.295	989	1201	0	0	0	1199	0	2	1203
0	2	A	40000	9147	8.53	2.54	853	599	0	0	0	597	0	2	600
0	2	B	40000	9193	8.07	2.05	807	602	0	0	0	602	0	0	603
0	3	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
0	3	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
0	3	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
0	4	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	4	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	4	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	5	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
0	5	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	5	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
0	6	G	40000	9984	0.160003	0.03	16	26	0	0	0	26	0	0	28
0	6	A	40000	9984	0.160003	0.03	16	13	0	0	0	13	0	0	14
0	6	B	40000	9984	0.160003	0.03	16	13	0	0	0	13	0	0	14
0	7	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
0	7	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
0	7	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	0	G	40000	82	99.18	67.48	9918	1910	11	0	0	1856	27	16	1895
1	0	A	40000	119	98.81	97.46	9881	135	10	0	0	86	23	16	119
1	0	B	40000	4475	55.25	37.5	5525	1775	1	0	0	1770	4	0	1776
1	0	cSpy was 1 spamed and the readout avoided!
1	1	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	1	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	1	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	2	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	2	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	2	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	3	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	3	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	3	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	4	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	4	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	4	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	5	G	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	5	A	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	5	B	40000	0	100	100	10000	0	0	0	0	0	0	0	0
1	6	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	6	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	6	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	7	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
1	7	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
1	7	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	0	G	40000	125	98.75	51.225	9875	688	6	0	0	632	30	20	672
2	0	A	40000	130	98.7	97.23	9870	147	6	0	0	93	28	20	130
2	0	B	40000	8937	10.63	5.22	1063	541	0	0	0	539	2	0	542
2	1	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	1	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	1	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	2	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	2	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	2	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	3	G	40000	5441	45.59	16.12	4559	3510	0	0	0	3473	31	6	3512
2	3	A	40000	6420	35.8	17.7	3580	1810	0	0	0	1782	22	6	1811
2	3	B	40000	6846	31.54	14.54	3154	1700	0	0	0	1691	9	0	1701
2	4	G	40000	10000	0	0	0	0	0	0	0	0	0	0	2
2	4	A	40000	10000	0	0	0	0	0	0	0	0	0	0	1
2	4	B	40000	10000	0	0	0	0	0	0	0	0	0	0	1
