#Sent triggers per gain and bias: 1000	and with a frequency [Hz] of: 100000
#Gain	bias	Frequency	correct transmitted H+T		error rate [%]	uncertainty [%]	bad or missed events	error count	missing headers	missing trailers	flipped H/T	event nr errors	tbm missed trigger	unknown errors	event nr resets
3	40	100000	55	94.5	88.7	945	58	3	0	0	45	6	4	54
3	39	100000	59	94.1	87.7	941	64	1	0	0	47	8	7	58
3	38	100000	66	93.4	86.8	934	66	3	0	0	48	7	7	59
3	37	100000	53	94.7	89.2	947	55	3	0	0	37	9	5	51
3	36	cSpyA is spamed, readout avoided!
100000	52	94.8	89	948	58	5	0	0	42	5	6	51
3	35	100000	58	94.2	88	942	62	3	0	0	44	9	5	56
3	34	100000	60	94	87.6	940	64	4	0	0	42	10	7	57
3	33	100000	61	93.9	87.4	939	65	3	0	0	48	10	4	60
3	32	100000	53	94.7	88.5	947	62	5	0	0	47	5	5	53
3	31	100000	62	93.8	87.6	938	62	2	0	0	43	12	5	58
3	30	100000	60	94	87.6	940	64	6	0	0	44	6	8	55
3	29	100000	56	94.4	88	944	64	3	0	0	37	16	7	55
3	28	100000	61	93.9	87.9	939	60	3	0	0	40	12	5	56
3	27	cSpyA is spamed, readout avoided!
100000	52	94.8	89.3	948	55	3	0	0	36	10	6	47
3	26	100000	58	94.2	88.1	942	61	1	0	0	42	12	5	56
3	25	100000	57	94.3	87.9	943	64	4	0	0	40	13	7	55
3	24	100000	47	95.3	90	953	53	3	0	0	37	7	6	47
3	23	cSpyA is spamed, readout avoided!
100000	28	97.2	94.1	972	31	1	0	0	18	6	6	27
3	22	100000	29	97.1	93.8	971	33	0	0	0	22	3	8	29
3	21	100000	73	92.7	85.7	927	70	0	0	0	65	3	2	69
3	20	100000	116	88.4	78.1	884	103	0	0	0	92	8	3	101
3	19	100000	211	78.9	62.2	789	167	0	0	0	155	11	1	167
3	18	100000	367	63.3	37	633	263	0	0	0	251	12	0	264
3	17	100000	496	50.4	25.7	504	247	0	0	0	239	7	1	248
3	16	100000	570	43	19.7	430	233	0	0	0	230	3	0	233
3	15	100000	1000	0	0	0	0	0	0	0	0	0	0	1
3	14	100000	1000	0	0	0	0	0	0	0	0	0	0	1
3	13	100000	1000	0	0	0	0	0	0	0	0	0	0	1
3	12	cSpyA is spamed, readout avoided!
100000	196	80.4	62.7	804	177	0	0	0	170	5	2	175
3	11	100000	11	98.9	97.8	989	11	0	0	0	6	5	0	11
2	40	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	39	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	38	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	37	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	36	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	35	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	34	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	33	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	32	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	31	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	30	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	29	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	28	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	27	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	26	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	25	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	24	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	23	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	22	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	21	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	20	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	19	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	18	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	17	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	16	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	15	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	14	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	13	100000	1000	0	0	0	0	0	0	0	0	0	0	1
2	12	100000	906	9.4	5.2	94	42	0	0	0	42	0	0	43
2	11	100000	123	87.7	75.4	877	123	0	0	0	111	6	6	122
1	40	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	39	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	38	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	37	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	36	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	35	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	34	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	33	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	32	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	31	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	30	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	29	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	28	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	27	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	26	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	25	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	24	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	23	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	22	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	21	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	20	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	19	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	18	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	17	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	16	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	15	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	14	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	13	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	12	100000	1000	0	0	0	0	0	0	0	0	0	0	1
1	11	100000	138	86.2	72.8	862	134	0	0	0	112	16	6	131
0	40	100000	1000	0	0	0	0	0	0	0	0	0	0	1
0	39	100000	1000	0	0	0	0	0	0	0	0	0	0	1
0	38	100000	1000	0	0	0	0	0	0	0	0	0	0	1
